,AGE,GENDER,DOMAIN,PHD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,QU1,QU2,QU3,QU4,QU5,VIS1,VIS2,VIS3,IM1,IM2,IM3,SA1,SA2,SA3,USE1,USE2,USE3,USE4,USE5,PF1,PF2,PF3,JR1,JR2,BI1,BI2,INC1,INC2,INC3,INC4,EXP1,EXP2,EXP3,EXP4,EXP5
253,47,0,4.0,1,24.0,1,6.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0
254,51,0,4.0,0,8.0,1,6.0,2.0,,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,,,,,,4.0,4.0,,3.0,3.0,3.0,2.0,1.0
255,35,0,4.0,1,5.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0
256,52,0,,0,,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,,3.0,4.0,4.0,5.0,4.0,,,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,4.0,4.0,,3.0
257,45,0,6.0,0,3.0,1,6.0,2.0,,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0
258,36,0,5.0,0,3.0,1,6.0,2.0,,0.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,,1.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,5.0
261,45,0,5.0,1,22.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0
262,46,0,3.0,1,10.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
263,46,0,3.0,1,20.0,1,6.0,1.0,2.0,0.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0
264,41,0,4.0,0,13.0,1,6.0,1.0,7.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0
267,53,0,1.0,0,2.0,1,6.0,2.0,,0.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,,3.0,3.0
268,41,0,6.0,1,15.0,1,6.0,1.0,2.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0
269,38,0,6.0,0,10.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
270,56,0,6.0,0,15.0,1,6.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0
271,45,0,6.0,0,10.0,1,6.0,2.0,,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0
272,42,0,4.0,0,8.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0
273,45,0,6.0,0,15.0,1,6.0,2.0,,0.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0
274,42,0,6.0,1,18.0,1,6.0,1.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
276,48,0,5.0,0,10.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
277,35,0,6.0,1,11.0,1,6.0,1.0,7.0,0.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0
278,32,0,6.0,1,6.0,1,6.0,2.0,,1.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0
279,43,0,4.0,0,10.0,1,6.0,2.0,,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0
280,43,0,2.0,1,5.0,1,6.0,1.0,7.0,0.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0
281,32,0,6.0,0,3.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0
282,38,0,6.0,1,4.0,1,6.0,2.0,,1.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0
283,33,0,4.0,0,12.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
284,46,0,6.0,0,10.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0
285,56,0,6.0,0,10.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0
287,42,0,4.0,1,14.0,1,6.0,1.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0
288,46,0,2.0,1,22.0,1,6.0,1.0,2.0,0.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0
289,47,0,4.0,1,23.0,1,6.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0
290,55,0,1.0,0,20.0,1,6.0,1.0,7.0,0.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0
291,59,0,5.0,0,15.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0
293,39,0,4.0,0,3.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0
295,36,0,6.0,1,9.0,1,6.0,1.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
296,33,0,4.0,0,2.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
297,49,0,5.0,0,8.0,1,6.0,2.0,,0.0,3.0,4.0,3.0,4.0,,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0
299,40,0,6.0,1,15.0,1,6.0,1.0,3.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,,,,,2.0,4.0,5.0,1.0,1.0
300,40,0,6.0,1,18.0,1,6.0,1.0,2.0,0.0,3.0,3.0,3.0,5.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,,3.0,4.0,3.0,4.0,4.0,,,,,,3.0,,,,5.0,4.0,,,,,,,4.0,,4.0,,
301,38,0,5.0,0,10.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0
302,44,0,5.0,0,12.0,1,6.0,1.0,7.0,0.0,2.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0
303,36,0,5.0,0,8.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0
304,40,0,1.0,0,8.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0
305,40,0,4.0,0,13.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,2.0
307,41,0,6.0,0,12.0,1,6.0,1.0,7.0,0.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0
308,44,0,5.0,1,16.0,1,6.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,4.0,1.0,1.0
309,63,0,6.0,1,35.0,1,6.0,1.0,2.0,0.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,,4.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0
310,38,0,5.0,1,,1,6.0,1.0,2.0,0.0,4.0,4.0,4.0,5.0,5.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,,2.0
313,46,0,6.0,0,12.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0
314,42,0,6.0,1,18.0,1,6.0,1.0,3.0,0.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0
315,45,0,5.0,1,15.0,1,6.0,1.0,1.0,0.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0
317,47,0,5.0,0,,1,6.0,1.0,7.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,,2.0
318,45,0,1.0,0,4.0,1,6.0,1.0,7.0,0.0,3.0,2.0,2.0,4.0,4.0,,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,,4.0,,3.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0
320,39,0,4.0,0,9.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0
322,40,0,1.0,1,12.0,1,6.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0
324,38,0,4.0,0,4.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0
325,30,0,6.0,1,6.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
326,34,0,4.0,1,10.0,1,6.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
328,44,0,6.0,0,10.0,1,6.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0
329,44,0,6.0,1,13.0,1,6.0,1.0,6.0,0.0,2.0,2.0,2.0,4.0,3.0,,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,,1.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0
330,41,0,3.0,0,10.0,1,6.0,1.0,2.0,1.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0
334,41,0,2.0,0,3.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
335,42,0,6.0,1,14.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0
336,42,0,2.0,0,6.0,1,6.0,2.0,,0.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0
337,39,0,4.0,0,12.0,1,6.0,2.0,,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0
339,39,0,5.0,0,3.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0
340,33,0,3.0,1,4.0,1,6.0,1.0,7.0,0.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,2.0
341,55,0,1.0,0,3.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,1.0,,,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0
